source	target	interaction	symmetry	weight	negation
at4g36820	at5g37050	ppi	symmetrical	1.0	affirmative
at1g31812	at3g56950	ppi	symmetrical	1.0	affirmative
at4g25360	at5g27370	ppi	symmetrical	1.0	affirmative
at3g59090	at5g52420	ppi	symmetrical	1.0	affirmative
at2g28315	at4g36850	ppi	symmetrical	1.0	affirmative
at1g65690	at2g39060	ppi	symmetrical	1.0	affirmative
at4g02010	at4g18700	ppi	symmetrical	1.0	affirmative
at2g43790	at1g01380	phosphorylation	asymmetrical	1.0	affirmative
at1g17280	at3g49190	ppi	symmetrical	1.0	affirmative
at2g26180	at5g46240	ppi	symmetrical	1.0	affirmative
at3g12180	at5g40380	ppi	symmetrical	1.0	affirmative
at4g13510	at4g35950	ppi	symmetrical	1.4293884985	affirmative
at3g02880	at3g12180	ppi	symmetrical	1.0	affirmative
at4g29330	at5g63770	ppi	symmetrical	1.0	affirmative
at4g28980	at1g66750	positive_regulation	asymmetrical	1.0	affirmative
at2g21237	at3g13175	ppi	symmetrical	1.0	affirmative
at3g22960	at5g58950	ppi	symmetrical	1.0	affirmative
at1g17280	at5g27490	ppi	symmetrical	1.0	affirmative
at1g73500	at2g43790	positive_regulation	asymmetrical	1.0	affirmative
at3g11820	at3g16310	ppi	symmetrical	1.0	affirmative
at2g36330	at5g37050	ppi	symmetrical	1.0	affirmative
at4g17730	at5g13630	ppi	symmetrical	1.0	affirmative
at5g27370	at5g59650	ppi	symmetrical	1.0	affirmative
at3g13175	at5g05170	ppi	symmetrical	1.0	affirmative
at2g41705	at5g55290	ppi	symmetrical	1.0	affirmative
at2g40890	at3g21630	ppi	symmetrical	1.154636283	affirmative
at2g37150	at5g60120	ppi	symmetrical	1.222860012	affirmative
at1g21240	at4g34460	ppi	symmetrical	1.0	affirmative
at3g16250	at3g53900	ppi	symmetrical	1.0	affirmative
at2g43790	at1g02820	phosphorylation	asymmetrical	1.0	affirmative
at1g14700	at4g04750	ppi	symmetrical	0.0	affirmative
at1g47670	at1g59730	ppi	symmetrical	1.0	affirmative
at3g13720	at4g17486	ppi	symmetrical	1.0	affirmative
at2g26180	at3g24460	ppi	symmetrical	1.0	affirmative
at3g01550	at4g35950	ppi	symmetrical	0.0	affirmative
at3g10640	at5g06530	ppi	symmetrical	1.0	affirmative
at3g12180	at5g38970	ppi	symmetrical	1.0	affirmative
at3g45640	at4g38430	phosphorylation	asymmetrical	1.0	affirmative
at1g16260	at1g17280	ppi	symmetrical	1.0	affirmative
at3g44460	at3g56850	ppi	symmetrical	1.0	affirmative
at1g08920	at3g48260	ppi	symmetrical	1.0	affirmative
at3g26980	at5g53300	ppi	symmetrical	1.0	affirmative
at3g12180	at5g06820	ppi	symmetrical	1.0	affirmative
at2g26650	at4g30960	ppi	symmetrical	1.0	affirmative
at1g15610	at3g13175	ppi	symmetrical	1.0	affirmative
at3g59790	at4g01250	phosphorylation	asymmetrical	1.0	affirmative
at1g09530	at4g16250	ppi	symmetrical	1.0	affirmative
at1g29060	at2g23200	ppi	symmetrical	1.0	affirmative
at1g02380	at3g45440	ppi	symmetrical	1.0	affirmative
at4g34460	at5g56750	ppi	symmetrical	1.0	affirmative
at1g14670	at1g65690	ppi	symmetrical	1.3016236145	affirmative
at1g50290	at5g03545	ppi	symmetrical	0.0	affirmative
at1g70520	at2g26180	ppi	symmetrical	1.3880005005	affirmative
at2g35190	at4g20790	ppi	symmetrical	1.0	affirmative
at3g13175	at5g17010	ppi	symmetrical	1.0	affirmative
at1g74370	at5g06320	ppi	symmetrical	1.0	affirmative
at1g76185	at5g63050	ppi	symmetrical	1.0	affirmative
at1g08430	at3g17440	ppi	symmetrical	1.0	affirmative
at3g54180	at2g42260	positive_regulation	asymmetrical	1.0	affirmative
at3g46890	at5g52240	ppi	symmetrical	1.0	affirmative
at5g37050	at5g41940	ppi	symmetrical	1.0	affirmative
at1g15900	at3g54020	ppi	symmetrical	1.0	affirmative
at4g26080	at5g01810	ppi	symmetrical	1.0	affirmative
at4g30660	at5g52240	ppi	symmetrical	1.0	affirmative
at1g21240	at3g07680	ppi	symmetrical	1.0	affirmative
at1g61610	at2g32380	ppi	symmetrical	1.0	affirmative
at4g11330	at1g72050	phosphorylation	asymmetrical	1.0	affirmative
at5g66880	at3g19290	regulation	asymmetrical	1.0	affirmative
at2g41400	at3g17440	ppi	symmetrical	1.0	affirmative
at1g17280	at3g61460	ppi	symmetrical	0.0	affirmative
at3g55090	at4g30850	ppi	symmetrical	1.0	affirmative
at1g59610	at1g78300	ppi	symmetrical	1.0	affirmative
at3g25980	at4g04800	ppi	symmetrical	1.0	affirmative
at1g16010	at5g64560	ppi	symmetrical	1.0	affirmative
at1g63120	at5g01960	ppi	symmetrical	1.0	affirmative
at1g07650	at5g11890	ppi	symmetrical	1.0	affirmative
at1g12680	at5g37780	ppi	symmetrical	1.0	affirmative
at1g17280	at5g47410	ppi	symmetrical	1.0	affirmative
at3g19150	at5g65420	ppi	symmetrical	1.0	affirmative
at2g01210	at2g41400	ppi	symmetrical	1.0	affirmative
at3g12180	at3g27200	ppi	symmetrical	1.0	affirmative
at1g30860	at5g35410	ppi	symmetrical	1.0	affirmative
at2g22425	at2g41610	ppi	symmetrical	1.0	affirmative
at5g59740	at5g63030	ppi	symmetrical	1.0	affirmative
at1g64900	at2g40460	ppi	symmetrical	0.0	affirmative
at1g21240	at5g06320	ppi	symmetrical	1.0	affirmative
at3g25070	at4g26090	ppi	symmetrical	1.0	affirmative
at3g27920/at5g41315	at3g12280	positive_regulation	asymmetrical	1.0	affirmative
at1g55230	at3g20600	ppi	symmetrical	1.0	affirmative
at2g27970	at4g37630	ppi	symmetrical	1.0	affirmative
at1g14920	at5g67110	ppi	symmetrical	1.0	affirmative
at1g80670	at5g65410	ppi	symmetrical	1.0	affirmative
at3g26370	at5g42370	ppi	symmetrical	1.0	affirmative
at3g50220	at5g06320	ppi	symmetrical	1.0	affirmative
at1g54350	at3g12180	ppi	symmetrical	1.0	affirmative
at1g33100	at4g14455	ppi	symmetrical	1.0	affirmative
at4g01370	at3g06490	phosphorylation	asymmetrical	1.0	affirmative
at1g12110	at5g52860	ppi	symmetrical	1.0	affirmative
at1g54060	at5g50335	ppi	symmetrical	1.0	affirmative
at3g21690	at4g35580	ppi	symmetrical	1.0	affirmative
at2g29100	at3g57830	ppi	symmetrical	1.0	affirmative
at1g21240	at5g44650	ppi	symmetrical	1.0	affirmative
at5g06320	at5g37810	ppi	symmetrical	1.0	affirmative
at2g25310	at5g52420	ppi	symmetrical	1.0	affirmative
at1g17280	at3g08680	ppi	symmetrical	1.0	affirmative
at4g19960	at5g37050	ppi	symmetrical	1.0	affirmative
at3g05150	at5g06320	ppi	symmetrical	1.0	affirmative
at1g17280	at5g35870	ppi	symmetrical	1.0	affirmative
at3g16240	at5g22290	ppi	symmetrical	1.0	affirmative
at1g27290	at5g41800	ppi	symmetrical	1.0	affirmative
at5g40440	at5g44420	regulation	asymmetrical	1.0	affirmative
at3g51920	at4g37870	ppi	symmetrical	1.55206211	affirmative
at4g37680	at5g49760	ppi	symmetrical	1.0	affirmative
at1g47640	at5g57810	ppi	symmetrical	1.0	affirmative
at5g55990	at5g58380	ppi	symmetrical	1.0	affirmative
at1g29060	at1g57943	ppi	symmetrical	1.0	affirmative
at1g17280	at5g15500	ppi	symmetrical	1.0	affirmative
at2g19780	at4g39950	ppi	symmetrical	1.0	affirmative
at3g10640	at3g46280	ppi	symmetrical	1.0	affirmative
at1g33490	at3g18800	ppi	symmetrical	1.0	affirmative
at3g42640	at4g30850	ppi	symmetrical	1.0	affirmative
at2g20300	at5g25752	ppi	symmetrical	1.0	affirmative
at3g28220	at4g14480	ppi	symmetrical	1.0	affirmative
at1g63120	at4g19030	ppi	symmetrical	1.0	affirmative
at1g80890	at5g59650	ppi	symmetrical	1.0	affirmative
at1g59560	at5g59650	ppi	symmetrical	1.0	affirmative
at3g53990	at3g60600	ppi	symmetrical	1.539364969	affirmative
at1g66390	at4g09820	ppi	symmetrical	1.0	affirmative
at1g56330	at3g13720	ppi	symmetrical	1.0	affirmative
at1g15500	at5g37050	ppi	symmetrical	1.0	affirmative
at1g02380	at4g20790	ppi	symmetrical	1.0	affirmative
at1g47870	at5g02470	ppi	symmetrical	1.0	affirmative
at5g06320	at5g59500	ppi	symmetrical	1.0	affirmative
at2g26180	at5g01550	ppi	symmetrical	1.0	affirmative
at3g23310	at5g37780	ppi	symmetrical	1.0	affirmative
at4g32600	at4g38690	ppi	symmetrical	1.0	affirmative
at1g80890	at3g47836	ppi	symmetrical	1.0	affirmative
at1g27190	at1g29060	ppi	symmetrical	1.0	affirmative
at1g14687	at2g22670	ppi	symmetrical	1.0	affirmative
at3g44930	at4g23220	ppi	symmetrical	1.0	affirmative
at1g14687	at4g33690	ppi	symmetrical	1.0	affirmative
at2g38050	at5g49540	ppi	symmetrical	1.0	affirmative
at4g29810	at1g73500	regulation	asymmetrical	1.0	affirmative
at1g59580	at1g74740	phosphorylation	asymmetrical	1.0	affirmative
at1g29060	at4g35290	ppi	symmetrical	1.0	affirmative
at1g63120	at3g22360	ppi	symmetrical	1.0	affirmative
at3g17000	at5g41800	ppi	symmetrical	1.0	affirmative
at1g45145	at4g23190	ppi	symmetrical	1.7349421465	affirmative
at3g25250	at5g18580	ppi	symmetrical	1.0	affirmative
at2g26330	at3g52080	ppi	symmetrical	1.0	affirmative
at1g12460	at1g21240	ppi	symmetrical	1.0	affirmative
at4g19030	at4g35100	ppi	symmetrical	1.0	affirmative
at5g11260	at3g17130	positive_regulation	asymmetrical	0.0	affirmative
at5g52240	at5g60750	ppi	symmetrical	1.0	affirmative
at2g26300	at3g15730	ppi	symmetrical	1.0	affirmative
at3g47620	at3g51180	ppi	symmetrical	1.0	affirmative
at1g08770	at4g22130	ppi	symmetrical	1.0	affirmative
at1g54610	at3g51920	ppi	symmetrical	1.55206211	affirmative
at3g26090	at4g32320	ppi	symmetrical	1.0	affirmative
at3g02640	at5g06970	ppi	symmetrical	1.0	affirmative
at2g21237	at2g41705	ppi	symmetrical	1.0	affirmative
at1g75950	at3g29160	ppi	symmetrical	1.0	affirmative
at1g69880	at4g34440	ppi	symmetrical	1.0	affirmative
at2g43790	at4g01250	positive_regulation	asymmetrical	1.0	affirmative
at1g14700	at4g10850	ppi	symmetrical	1.0	affirmative
at3g10340	at3g53260	ppi	symmetrical	1.0	affirmative
at2g37150	at5g05190	ppi	symmetrical	1.222860012	affirmative
at3g14860	at5g59650	ppi	symmetrical	1.0	affirmative
at4g36180	at5g52420	ppi	symmetrical	1.0	affirmative
at3g66654	at4g33940	ppi	symmetrical	1.0	affirmative
at5g24170	at5g52420	ppi	symmetrical	1.0	affirmative
at2g04280	at3g03770	ppi	symmetrical	1.0	affirmative
at3g48890	at5g40640	ppi	symmetrical	1.0	affirmative
at1g22920	at5g58575	ppi	symmetrical	1.0	affirmative
at3g11810	at3g21580	ppi	symmetrical	1.0	affirmative
at1g17420	at1g67800	ppi	symmetrical	1.0	affirmative
at2g01770	at2g47600	ppi	symmetrical	1.0	affirmative
at1g80865	at3g03210	ppi	symmetrical	1.0	affirmative
at2g45820	at3g06720	ppi	symmetrical	0.0	affirmative
at4g13530	at4g29800	ppi	symmetrical	1.0	affirmative
at3g26350	at4g30850	ppi	symmetrical	1.0	affirmative
at2g38620	at3g24810	ppi	symmetrical	1.0	affirmative
at4g11890	at5g20030	ppi	symmetrical	1.5778736715	affirmative
at2g23290	at3g43810	ppi	symmetrical	1.0	affirmative
at2g22425	at3g22840	ppi	symmetrical	1.0	affirmative
at1g31812	at3g17840	ppi	symmetrical	1.0	affirmative
at2g20180	at4g33780	positive_regulation	asymmetrical	1.0	affirmative
at1g69870	at5g49630	ppi	symmetrical	1.0	affirmative
at1g17280	at2g37330	ppi	symmetrical	1.0	affirmative
at4g37240	at5g37780	ppi	symmetrical	1.0	affirmative
at4g01370	at1g80840	phosphorylation	asymmetrical	1.0	affirmative
at5g11890	at5g48410	ppi	symmetrical	1.0	affirmative
at2g39010	at4g35100	ppi	symmetrical	0.0	affirmative
at1g69840	at5g35750	ppi	symmetrical	1.0	affirmative
at1g76520	at5g22290	ppi	symmetrical	1.0	affirmative
at2g01570	at4g24210	ppi	symmetrical	1.0	affirmative
at1g70700	at2g39940	ppi	symmetrical	1.0	affirmative
at1g03950	at1g69330	ppi	symmetrical	1.0	affirmative
at3g08040	at4g20140	ppi	symmetrical	1.0	affirmative
at1g08560	at1g09630	ppi	symmetrical	1.0	affirmative
at1g51880	at3g66654	ppi	symmetrical	1.0	affirmative
at2g21160	at4g24460	ppi	symmetrical	1.0	affirmative
at1g51460	at2g22425	ppi	symmetrical	1.0	affirmative
at2g32710	at4g03270	ppi	symmetrical	1.0	affirmative
at3g06720	at5g28640	ppi	symmetrical	1.0	affirmative
at1g69330	at3g66654	ppi	symmetrical	1.0	affirmative
at4g14455	at5g02620	ppi	symmetrical	1.0	affirmative
at2g44950	at4g22720	ppi	symmetrical	1.0	affirmative
at2g39510	at5g37050	ppi	symmetrical	1.0	affirmative
at3g25805	at4g04480	ppi	symmetrical	1.0	affirmative
at2g44930	at5g49890	ppi	symmetrical	1.0	affirmative
at2g26180	at2g35910	ppi	symmetrical	1.0	affirmative
at1g14440	at5g39760	ppi	symmetrical	1.0	affirmative
at1g59560	at4g37680	ppi	symmetrical	1.0	affirmative
at1g01010	at1g14360	ppi	symmetrical	1.0	affirmative
at3g16670	at3g28220	ppi	symmetrical	1.0	affirmative
at3g46370	at4g37680	ppi	symmetrical	1.0	affirmative
at1g47260	at1g71480	ppi	symmetrical	1.0	affirmative
at3g66654	at4g23270	ppi	symmetrical	1.589096823	affirmative
at1g14670	at1g70760	ppi	symmetrical	1.0	affirmative
at1g01070	at5g59650	ppi	symmetrical	1.0	affirmative
at3g54620	at5g28770	ppi	symmetrical	1.0	affirmative
at1g17280	at2g43330	ppi	symmetrical	1.0	affirmative
at1g09415	at1g25320	ppi	symmetrical	1.0	affirmative
at1g30080	at3g28220	ppi	symmetrical	1.0	affirmative
at1g13520	at5g56630	ppi	symmetrical	1.0	affirmative
at1g20960	at3g18165	ppi	symmetrical	1.0	affirmative
at3g56950	at5g11890	ppi	symmetrical	1.0	affirmative
at2g34390	at2g37180	ppi	symmetrical	1.0	affirmative
at1g29990	at5g17990	ppi	symmetrical	1.0	affirmative
at1g47640	at3g26090	ppi	symmetrical	1.2545007595	affirmative
at1g21240	at3g46280	ppi	symmetrical	1.0	affirmative
at1g31420	at1g47640	ppi	symmetrical	1.0	affirmative
at1g13580	at4g25360	ppi	symmetrical	1.0	affirmative
at1g78300	atmg00090	ppi	symmetrical	1.0	affirmative
at2g26180	at3g26170	ppi	symmetrical	1.0	affirmative
at4g37680	at5g27210	ppi	symmetrical	1.0	affirmative
at2g20180	at1g54770	inhibition	asymmetrical	1.0	affirmative
at1g51660	at1g24140	regulation	asymmetrical	1.0	affirmative
at3g19150	at5g63610	ppi	symmetrical	1.0	affirmative
at3g17840	at5g06100	ppi	symmetrical	1.0	affirmative
at1g01070	at2g26180	ppi	symmetrical	1.0	affirmative
at4g33950	at5g46240	regulation	asymmetrical	1.0	affirmative
at4g14455	at4g23090	ppi	symmetrical	1.0	affirmative
at1g13270	at3g63260	ppi	symmetrical	1.0	affirmative
at2g46330	at5g63030	ppi	symmetrical	1.0	affirmative
at1g21230	at2g05520	ppi	symmetrical	1.0	affirmative
at3g17840	at3g60820	ppi	symmetrical	1.0	affirmative
at1g49230	at1g63120	ppi	symmetrical	1.0	affirmative
at1g23080	at2g26180	ppi	symmetrical	1.0	affirmative
at1g51650	at3g50630	ppi	symmetrical	1.0	affirmative
at2g29100	at5g07070	ppi	symmetrical	0.0	affirmative
at3g44200	at3g63280	ppi	symmetrical	1.0	affirmative
at2g26180	at2g42290	ppi	symmetrical	1.0	affirmative
at1g09380	at1g17280	ppi	symmetrical	1.0	affirmative
at3g02150	at3g25710	ppi	symmetrical	0.0	affirmative
at4g23270	at5g40020	ppi	symmetrical	1.0	affirmative
at2g41705	at5g49770	ppi	symmetrical	1.0	affirmative
at2g13790	at1g70940	regulation	asymmetrical	0.0	affirmative
at2g39660	at2g19190	regulation	asymmetrical	1.0	affirmative
at1g61370	at3g20600	ppi	symmetrical	1.0	affirmative
at1g35160	at4g05190	ppi	symmetrical	1.0	affirmative
at3g45640	at5g56110	phosphorylation	asymmetrical	1.0	affirmative
at1g75440	at2g47700	ppi	symmetrical	1.0	affirmative
at3g16180	at5g37050	ppi	symmetrical	1.0	affirmative
at1g17840	at3g18800	ppi	symmetrical	1.0	affirmative
at1g47530	at2g41705	ppi	symmetrical	1.0	affirmative
at1g14920	at1g70700	ppi	symmetrical	1.0	affirmative
at1g35720	at1g70280	ppi	symmetrical	1.0	affirmative
at2g20180	at5g19570	positive_regulation	asymmetrical	1.0	affirmative
at1g27290	at2g39890	ppi	symmetrical	1.0	affirmative
at1g16010	at1g70280	ppi	symmetrical	1.0	affirmative
at4g20790	at5g10530	ppi	symmetrical	1.0	affirmative
at2g02020	at3g54020	ppi	symmetrical	1.0	affirmative
at1g70520	at2g41705	ppi	symmetrical	1.3880005005	affirmative
at3g08040	at4g04480	ppi	symmetrical	1.0	affirmative
at5g49540	at5g49760	ppi	symmetrical	1.0	affirmative
at3g12720	at5g57860	ppi	symmetrical	1.0	affirmative
at1g17280	at3g53810	ppi	symmetrical	1.0	affirmative
at1g14700	at1g52155	ppi	symmetrical	1.0	affirmative
at1g22920	at2g02950	ppi	symmetrical	1.0	affirmative
at1g12920	at3g58750	ppi	symmetrical	1.0	affirmative
at4g18195	at5g37050	ppi	symmetrical	1.0	affirmative
at2g33110	at5g06320	ppi	symmetrical	1.0	affirmative
at3g19590	at4g33270	ppi	symmetrical	1.0	affirmative
at3g01300	at3g07780	ppi	symmetrical	1.0	affirmative
at3g48150	at5g37550	ppi	symmetrical	1.0	affirmative
at1g51820	at3g08040	ppi	symmetrical	1.0	affirmative
at1g29060	at3g47220	ppi	symmetrical	1.0	affirmative
at1g32210	at4g20790	ppi	symmetrical	1.0	affirmative
at3g26090	at3g55430	ppi	symmetrical	1.0	affirmative
at4g01370	at5g12330	phosphorylation	asymmetrical	1.0	affirmative
at1g34640	at5g23550	ppi	symmetrical	1.0	affirmative
at3g23150	at5g63190	ppi	symmetrical	1.0	affirmative
at2g18170	at5g63400	phosphorylation	asymmetrical	1.0	affirmative
at1g13580	at1g21010	ppi	symmetrical	1.0	affirmative
at1g63110	at3g22845	ppi	symmetrical	1.0	affirmative
at1g27300	at5g16150	ppi	symmetrical	1.0	affirmative
at5g17010	at5g63770	ppi	symmetrical	1.0	affirmative
at4g02010	at4g23270	ppi	symmetrical	1.589096823	affirmative
at3g54020	at4g04540	ppi	symmetrical	1.0	affirmative
at1g47640	at1g54730	ppi	symmetrical	1.0	affirmative
at3g13175	at5g20230	ppi	symmetrical	2.160706791	affirmative
at2g45560	at3g12180	ppi	symmetrical	1.0	affirmative
at1g21870	at5g12860	ppi	symmetrical	1.0	affirmative
at5g49540	at5g63050	ppi	symmetrical	1.0	affirmative
at1g07370	at5g09790	ppi	symmetrical	1.0	affirmative
at2g26180	at3g22840	ppi	symmetrical	1.0	affirmative
at2g22425	at4g27435	ppi	symmetrical	1.0	affirmative
at2g43850	at3g44930	ppi	symmetrical	1.0	affirmative
at4g23570	at5g02500	ppi	symmetrical	1.2965182225	affirmative
at1g63120	at3g53810	ppi	symmetrical	1.0	affirmative
at3g53190	at5g49540	ppi	symmetrical	1.0	affirmative
at1g01620	at5g61630	ppi	symmetrical	1.0	affirmative
at1g01620	at1g07860	ppi	symmetrical	1.0	affirmative
at2g20180	at1g78300	inhibition	asymmetrical	1.0	affirmative
at4g36820	at5g63030	ppi	symmetrical	1.0	affirmative
at1g47640	at3g59090	ppi	symmetrical	1.0	affirmative
at1g51660	at1g78410	regulation	asymmetrical	1.8059062940000001	affirmative
at2g30250	at4g01370	ppi	symmetrical	1.0	affirmative
at3g01320	at5g13820	ppi	symmetrical	1.0	affirmative
at3g12110	at5g09810	ppi	symmetrical	1.0	affirmative
at2g01760	at2g02100	ppi	symmetrical	1.0	affirmative
at2g20180	at4g15550	inhibition	asymmetrical	1.0	affirmative
at3g21220	at2g43790	positive_regulation	asymmetrical	1.0	affirmative
at3g44200	at1g01480	regulation	asymmetrical	1.0	affirmative
at2g29360	at5g06060	ppi	symmetrical	1.0	affirmative
at4g14455	at5g41180	ppi	symmetrical	1.0	affirmative
at2g35910	at3g20600	ppi	symmetrical	1.0	affirmative
at2g26180	at3g16510	ppi	symmetrical	1.0	affirmative
at2g38330	at5g06100	ppi	symmetrical	1.0	affirmative
at3g13175	at3g42725	ppi	symmetrical	1.0	affirmative
at3g17000	at4g10850	ppi	symmetrical	1.0	affirmative
at3g45640	at2g43680	phosphorylation	asymmetrical	1.0	affirmative
at5g49950	at5g59650	ppi	symmetrical	1.0	affirmative
at4g30850	at5g07475	ppi	symmetrical	1.0	affirmative
at1g57943	at3g10640	ppi	symmetrical	1.0	affirmative
at4g23180	at5g19280	ppi	symmetrical	1.5605420525	affirmative
at3g07540	at5g42980	ppi	symmetrical	0.0	affirmative
at5g06770	at5g51120	ppi	symmetrical	1.0	affirmative
at3g47620	at5g60120	ppi	symmetrical	1.0	affirmative
at1g52250	at5g22310	ppi	symmetrical	1.0	affirmative
at1g75500	at5g53390	ppi	symmetrical	1.0	affirmative
at1g01620	at5g42980	ppi	symmetrical	1.0	affirmative
at5g37050	at5g48380	ppi	symmetrical	1.0	affirmative
at3g18165	at3g20820	ppi	symmetrical	1.0	affirmative
at1g68380	at4g36830	ppi	symmetrical	0.0	affirmative
at1g19800	at5g03345	ppi	symmetrical	1.0	affirmative
at1g59580	at1g80030	phosphorylation	asymmetrical	1.0	affirmative
at4g11330	at4g28110	phosphorylation	asymmetrical	1.0	affirmative
at1g03040	at5g18580	ppi	symmetrical	1.0	affirmative
at1g59730	at1g69850	ppi	symmetrical	1.0	affirmative
at1g21240	at1g68220	ppi	symmetrical	1.0	affirmative
at1g16260	at3g08040	ppi	symmetrical	1.0	affirmative
at1g47260	at4g25660	ppi	symmetrical	1.0	affirmative
at1g20610	at5g13840	ppi	symmetrical	1.0	affirmative
at1g53270	at1g59730	ppi	symmetrical	1.0	affirmative
at2g04080	at4g30850	ppi	symmetrical	1.0	affirmative
at1g70130	at5g59650	ppi	symmetrical	1.0	affirmative
at4g11960	at5g06320	ppi	symmetrical	1.0	affirmative
at5g37050	at5g55330	ppi	symmetrical	1.0	affirmative
at2g20300	at5g11890	ppi	symmetrical	1.0	affirmative
at1g63430	at4g11370	ppi	symmetrical	1.0	affirmative
at2g18790	at4g17230	ppi	symmetrical	1.0	affirmative
at1g17280	at4g23270	ppi	symmetrical	1.589096823	affirmative
at1g01070	at5g37050	ppi	symmetrical	1.0	affirmative
at1g21810	at4g24840	ppi	symmetrical	1.0	affirmative
at3g12180	at4g11490	ppi	symmetrical	1.0	affirmative
at2g39360	at3g17000	ppi	symmetrical	1.0	affirmative
at1g78490	at5g42980	ppi	symmetrical	1.0	affirmative
at1g28480	at3g47620	ppi	symmetrical	1.0	affirmative
at2g27290	at5g53390	ppi	symmetrical	1.0	affirmative
at1g27290	at5g24000	ppi	symmetrical	1.0	affirmative
at5g08050	at5g49540	ppi	symmetrical	1.0	affirmative
at4g28700	at5g37050	ppi	symmetrical	1.0	affirmative
at4g33950	at5g10140	regulation	asymmetrical	1.0	affirmative
at2g34250	at3g18800	ppi	symmetrical	1.0	affirmative
at3g22060	at5g06320	ppi	symmetrical	1.0	affirmative
at1g20930	at5g20920	ppi	symmetrical	1.0	affirmative
at3g57880	at4g15380	ppi	symmetrical	1.0	affirmative
at4g16480	at5g52420	ppi	symmetrical	1.0	affirmative
at3g66654	at5g20230	ppi	symmetrical	2.160706791	affirmative
at1g11450	at3g66654	ppi	symmetrical	1.0	affirmative
at2g43700	at4g37680	ppi	symmetrical	1.0	affirmative
at2g29020	at2g44080	ppi	symmetrical	1.0	affirmative
at3g18800	at5g13580	ppi	symmetrical	1.0	affirmative
at3g59790	at3g06590	phosphorylation	asymmetrical	1.0	affirmative
at1g49200	at3g12180	ppi	symmetrical	1.0	affirmative
at3g59790	at5g39610	phosphorylation	asymmetrical	1.0	affirmative
at3g55005	at5g18580	ppi	symmetrical	1.0	affirmative
at3g16980	at4g32570	ppi	symmetrical	1.0	affirmative
at3g57870	at4g29220	ppi	symmetrical	1.0	affirmative
at1g63110	at4g28210	ppi	symmetrical	1.0	affirmative
at3g45780	at5g16050	ppi	symmetrical	1.0	affirmative
at3g14860	at4g37680	ppi	symmetrical	1.0	affirmative
at5g21274	at5g49490	ppi	symmetrical	1.0	affirmative
at1g10090	at4g03820	ppi	symmetrical	1.0	affirmative
at1g54540	at2g24220	ppi	symmetrical	1.0	affirmative
at1g14700	at3g46370	ppi	symmetrical	1.0	affirmative
at3g45640	at5g06110	phosphorylation	asymmetrical	1.0	affirmative
at2g45190	at3g13222	ppi	symmetrical	1.0	affirmative
at3g45640	at5g14320	phosphorylation	asymmetrical	1.0	affirmative
at4g29330	at5g67130	ppi	symmetrical	1.0	affirmative
at1g17280	at2g25890	ppi	symmetrical	1.0	affirmative
at3g05150	at3g13175	ppi	symmetrical	1.0	affirmative
at1g29060	at5g57685	ppi	symmetrical	1.0	affirmative
at1g33490	at2g41705	ppi	symmetrical	1.0	affirmative
at1g32230	at5g03760	ppi	symmetrical	1.0	affirmative
at1g64150	at5g06100	ppi	symmetrical	1.0	affirmative
at2g26180	at3g55130	ppi	symmetrical	0.0	affirmative
at2g32710	at5g43080	ppi	symmetrical	1.0	affirmative
at4g23810	at5g01900	positive_regulation	asymmetrical	1.5997863015	affirmative
at1g54320	at3g08040	ppi	symmetrical	1.0	affirmative
at1g66410	at3g01970	ppi	symmetrical	1.0	affirmative
at2g43700	at4g20790	ppi	symmetrical	1.0	affirmative
at1g07820	at2g33560	ppi	symmetrical	1.0	affirmative
at1g56145	at3g43810	ppi	symmetrical	1.0	affirmative
at3g47780	at4g25360	ppi	symmetrical	1.0	affirmative
at1g06390	at5g41260	phosphorylation	asymmetrical	1.0	affirmative
at1g18080	at3g53990	ppi	symmetrical	1.539364969	affirmative
at3g13175	at4g31330	ppi	symmetrical	1.0	affirmative
at3g51920	at5g15830	ppi	symmetrical	1.55206211	affirmative
at5g02470	at5g67260	ppi	symmetrical	1.0	affirmative
at3g21510	at5g35750	ppi	symmetrical	1.0	affirmative
at2g43790	at4g16330	regulation	asymmetrical	1.0	affirmative
at2g41400	at3g17840	ppi	symmetrical	1.0	affirmative
at1g43800	at1g69670	ppi	symmetrical	1.0	affirmative
at4g20790	at4g30560	ppi	symmetrical	1.0	affirmative
at1g15610	at2g22425	ppi	symmetrical	1.0	affirmative
at2g42360	at5g59650	ppi	symmetrical	1.0	affirmative
at2g32950	at3g13550	ppi	symmetrical	1.0	affirmative
at2g20180	at3g18130	inhibition	asymmetrical	1.0	affirmative
at2g24180	at2g36430	ppi	symmetrical	1.2875353165	affirmative
at3g17630	at4g37330	ppi	symmetrical	1.0	affirmative
at3g10640	at5g44650	ppi	symmetrical	1.0	affirmative
at1g01230	at4g30850	ppi	symmetrical	1.0	affirmative
at4g30840	at5g02500	ppi	symmetrical	1.0	affirmative
at1g80865	at3g04110	ppi	symmetrical	1.3209504705	affirmative
at1g21240	at2g44490	ppi	symmetrical	1.7344064205	affirmative
at1g71860	at2g43790	ppi	symmetrical	1.0	affirmative
at1g01230	at2g22425	ppi	symmetrical	1.0	affirmative
at1g51740	at2g24180	ppi	symmetrical	1.0	affirmative
at3g05840	at1g75080	phosphorylation	asymmetrical	1.0	affirmative
at1g17280	at5g38990	ppi	symmetrical	1.0	affirmative
